Gender,Married,Education,ApplicantIncome,LoanAmount,Credit_History,Loan_To_Income_Ratio,Loan_Status
Male,Yes,Not Graduate,4902,937,1,191.14647082823336,N
Male,No,Graduate,3379,805,1,238.2361645457236,N
Male,Yes,Graduate,18926,432,1,22.82574236500053,Y
Female,Yes,Graduate,36172,638,1,17.6379520070773,Y
Male,No,Graduate,27962,857,0,30.648737572419712,N
Male,Yes,Not Graduate,21432,495,0,23.096304591265397,N
Male,Yes,Graduate,28504,224,1,7.858546168958743,Y
Male,Yes,Graduate,18589,178,1,9.575555436010545,Y
Male,No,Graduate,46839,10,1,0.21349729925916436,Y
Female,Yes,Graduate,3217,721,0,224.12185265775568,N
Male,Yes,Graduate,33832,119,1,3.5173799952707494,Y
Female,Yes,Graduate,44618,251,0,5.625532296382626,Y
Female,Yes,Graduate,40292,304,1,7.544922068897051,Y
Male,Yes,Graduate,9610,564,1,58.68886576482831,Y
Male,Yes,Graduate,15148,403,1,26.604172167942963,Y
Female,Yes,Graduate,35993,677,0,18.809212902508822,Y
Male,Yes,Graduate,4671,65,1,13.915649753800043,Y
Male,Yes,Graduate,40687,132,1,3.244279499594465,Y
Female,Yes,Not Graduate,36085,504,1,13.967022308438409,Y
Male,Yes,Graduate,36615,343,1,9.367745459511129,Y
Male,Yes,Not Graduate,5461,302,1,55.30122688152353,Y
Male,No,Graduate,36029,76,1,2.1094118626661857,Y
Female,Yes,Graduate,34150,896,1,26.23718887262079,Y
Female,Yes,Graduate,41630,694,1,16.670670189766994,Y
Male,Yes,Graduate,2558,130,1,50.8209538702111,Y
Male,Yes,Graduate,1643,74,1,45.03956177723676,Y
Female,Yes,Graduate,18963,975,0,51.415915203290616,Y
Male,Yes,Not Graduate,7865,684,1,86.96757787666878,Y
Female,No,Graduate,28140,423,1,15.031982942430703,Y
Male,Yes,Not Graduate,45908,704,0,15.335017861810577,N
Female,Yes,Graduate,19878,758,1,38.132608914377705,Y
Male,Yes,Graduate,42325,782,0,18.476077968103958,N
Female,No,Graduate,511,483,1,945.2054794520548,N
Female,Yes,Not Graduate,8841,435,1,49.202578893790296,Y
Female,No,Not Graduate,2005,20,1,9.975062344139651,Y
Female,No,Graduate,16743,927,1,55.36642178821,Y
Male,No,Graduate,45455,607,1,13.353866461335386,Y
Male,No,Graduate,5299,211,1,39.81883374221551,Y
Female,Yes,Graduate,30517,920,0,30.147131107251695,Y
Male,Yes,Graduate,22849,915,0,40.04551621515165,N
Male,Yes,Not Graduate,46954,989,0,21.063168207181498,Y
Male,Yes,Graduate,6564,875,1,133.30286410725168,N
Male,No,Graduate,10995,997,0,90.67758071850841,N
Female,Yes,Not Graduate,1962,252,0,128.44036697247705,N
Male,Yes,Graduate,21979,843,1,38.35479321170208,Y
Male,Yes,Not Graduate,14252,824,1,57.81644681448218,Y
Female,Yes,Graduate,43560,238,1,5.463728191000918,Y
Male,Yes,Not Graduate,30444,107,0,3.514649848902904,N
Female,No,Graduate,30897,979,0,31.685924199760496,N
Male,Yes,Not Graduate,26829,303,1,11.293749301129376,Y
Female,No,Graduate,5046,872,1,172.81014665081253,N
Male,Yes,Graduate,22528,14,1,0.6214488636363636,Y
Male,Yes,Graduate,49975,30,1,0.6003001500750376,Y
Male,Yes,Graduate,41843,471,1,11.25636307148149,Y
Female,No,Graduate,44726,246,0,5.500156508518535,N
Male,Yes,Not Graduate,41249,692,1,16.776164270648984,Y
Male,No,Graduate,5600,569,1,101.60714285714286,N
Male,Yes,Not Graduate,11758,86,1,7.314169076373533,Y
Male,No,Graduate,654,171,1,261.4678899082569,N
Male,No,Graduate,15523,394,1,25.381691683308638,Y
Male,Yes,Graduate,5876,193,0,32.84547311095984,N
Female,Yes,Graduate,23903,794,1,33.21758775049157,Y
Male,No,Not Graduate,34017,421,1,12.376164858747098,Y
Male,No,Not Graduate,43788,102,1,2.3294053165250754,Y
Female,Yes,Not Graduate,37586,489,1,13.010163358697387,Y
Female,Yes,Graduate,46959,99,1,2.1082220660576247,Y
Female,Yes,Not Graduate,3167,137,1,43.258604357436056,N
Male,No,Not Graduate,1102,247,1,224.13793103448276,N
Male,Yes,Graduate,33236,860,0,25.87555662534601,N
Male,No,Graduate,14822,925,1,62.40723249224126,Y
Male,No,Graduate,13048,827,0,63.381361128142245,N
Male,Yes,Graduate,16878,340,1,20.144566891811827,Y
Female,Yes,Not Graduate,13854,279,1,20.138588133391078,Y
Female,No,Graduate,25816,553,1,21.420824295010846,Y
Male,No,Graduate,22287,724,1,32.48530533494863,Y
Female,No,Not Graduate,25865,993,1,38.39164894645273,Y
Female,Yes,Not Graduate,33799,140,0,4.142134382674044,N
Male,Yes,Graduate,19662,58,1,2.949852507374631,Y
Male,No,Graduate,12939,697,0,53.86815055259294,N
Male,No,Not Graduate,8726,833,1,95.46183818473527,N
Male,Yes,Graduate,17798,847,1,47.58961681087763,Y
Male,Yes,Graduate,37219,681,1,18.29710631666622,Y
Male,Yes,Graduate,37956,954,1,25.134366108125196,Y
Male,No,Graduate,33511,515,0,15.368088090477753,N
Male,No,Graduate,12084,914,0,75.63720622310493,N
Female,Yes,Graduate,29610,968,1,32.691658223573114,Y
Male,Yes,Graduate,28749,848,1,29.496678145326793,Y
Male,No,Graduate,24471,316,0,12.913244248293898,Y
Female,Yes,Graduate,27723,204,1,7.3585109836597775,Y
Male,No,Graduate,24843,552,1,22.219538703055186,Y
Male,Yes,Graduate,28490,458,0,16.075816075816075,Y
Female,No,Graduate,35917,878,1,24.445248767992872,Y
Female,No,Not Graduate,5926,109,0,18.393520080998986,N
Female,Yes,Graduate,37606,265,1,7.046747859384141,Y
Female,Yes,Graduate,7226,754,1,104.34541931912538,Y
Female,Yes,Graduate,3798,104,1,27.382833070036863,Y
Male,Yes,Not Graduate,48815,327,1,6.698760626856499,Y
Female,No,Graduate,47871,393,0,8.209563201102965,N
Male,Yes,Graduate,3491,626,1,179.3182469206531,N
Female,No,Not Graduate,22441,166,1,7.397174813956597,Y
Male,Yes,Graduate,9719,861,0,88.58936104537504,N
Female,Yes,Not Graduate,24524,453,1,18.471701190670363,Y
Male,Yes,Not Graduate,41593,917,1,22.04697905897627,Y
Male,No,Graduate,47555,473,1,9.946377878246242,Y
Male,Yes,Graduate,31895,282,1,8.841511208653394,Y
Female,Yes,Graduate,18018,150,0,8.325008325008325,N
Male,Yes,Not Graduate,30364,13,0,0.4281385851666447,N
Male,No,Graduate,15944,536,1,33.61766181635725,Y
Male,No,Not Graduate,45536,116,0,2.5474349964862966,N
Female,Yes,Not Graduate,43584,397,1,9.108847283406755,Y
Female,Yes,Not Graduate,28132,593,1,21.079198066259064,Y
Male,No,Graduate,16577,282,1,17.011521988297037,Y
Male,Yes,Graduate,15022,183,1,12.182132871788044,Y
Male,No,Graduate,2154,776,1,360.2599814298979,N
Male,Yes,Graduate,40883,947,1,23.163662157865126,Y
Male,No,Not Graduate,22793,109,1,4.782169964462773,Y
Female,No,Graduate,16594,164,0,9.883090273592865,Y
Male,Yes,Graduate,23819,960,1,40.30395902430833,Y
Female,No,Graduate,41027,47,1,1.1455870524288883,Y
Male,Yes,Not Graduate,6668,977,0,146.52069586082783,N
Male,Yes,Graduate,42953,14,1,0.32593765278327474,Y
Male,No,Graduate,44926,874,0,19.454213595690693,Y
Female,Yes,Graduate,47362,314,1,6.629787593429332,Y
Female,Yes,Graduate,20175,939,1,46.54275092936803,Y
Female,No,Not Graduate,11248,323,0,28.716216216216218,N
